time,idrobot,robot,message
0.0,2,Atta_2,CONFIG|RECEIVED
0.0,4,Atta_4,CONFIG|RECEIVED
0.0,1,Atta_1,CONFIG|SAVE|1
0.0,2,Atta_2,CONFIG|SAVE|2
0.0,3,Atta_3,CONFIG|SAVE|3
0.0,3,Atta_3,NAV_CONFIG: arena=2400x1750mm
0.0,4,Atta_4,CONFIG|SAVE|4
0.0,4,Atta_4,NAV_CONFIG: arena=2400x1750mm
0.0,1,Atta_1,NAV_CONFIG: arena=2400x1750mm
0.0,2,Atta_2,NAV_CONFIG: arena=2400x1750mm
10.6,3,Atta_3,CHECK_OBSTACLE|4|105.7|369.9|353.9
13.3,4,Atta_4,CHECK_OBSTACLE|2|549.1|1362.4|270.8
20.1,4,Atta_4,CHECK_OBSTACLE|2|726.5|1396.0|100.7
23.2,4,Atta_4,CHECK_OBSTACLE|4|528.8|1576.3|155.6
24.4,4,Atta_4,CHECK_OBSTACLE|4|528.8|1576.3|155.6
25.7,1,Atta_1,CHECK_OBSTACLE|1|17.5|672.4|111.1
26.7,1,Atta_1,CHECK_OBSTACLE|1|21.9|719.4|111.1
29.5,4,Atta_4,CHECK_OBSTACLE|1|393.5|1508.6|236.6
30.5,4,Atta_4,CHECK_OBSTACLE|1|389.1|1476.2|234.6
32.8,2,Atta_2,CHECK_OBSTACLE|1|480.4|1493.2|168.2
34.9,4,Atta_4,CHECK_OBSTACLE|2|250.7|1441.3|192.2
38.0,2,Atta_2,CHECK_OBSTACLE|2|143.8|1509.7|198.3
39.1,4,Atta_4,CHECK_OBSTACLE|1|152.4|1267.8|283.5
40.7,4,Atta_4,CHECK_OBSTACLE|2|128.6|1281.0|287.1
41.2,3,Atta_3,CHECK_OBSTACLE|2|108.9|1140.0|194.3
46.3,3,Atta_3,CHECK_OBSTACLE|2|69.5|1113.2|230.8
49.0,3,Atta_3,CHECK_OBSTACLE|2|46.6|1122.3|228.1
51.1,3,Atta_3,CHECK_OBSTACLE|2|28.4|1117.2|212.4
53.1,3,Atta_3,CHECK_OBSTACLE|2|63.0|1109.4|213.5
53.7,3,Atta_3,CHECK_OBSTACLE|2|32.6|1110.3|212.6
54.3,3,Atta_3,CHECK_OBSTACLE|2|38.7|1117.9|212.5
54.9,3,Atta_3,CHECK_OBSTACLE|2|28.2|1117.3|212.4
55.1,1,Atta_1,REQUEST_POSITION
55.5,2,Atta_2,REQUEST_POSITION
55.5,3,Atta_3,CHECK_OBSTACLE|2|68.8|1109.0|212.3
55.5,2,Atta_2,EKF_POSE|94.6|1517.8|65.8
55.9,4,Atta_4,REQUEST_POSITION
56.0,4,Atta_4,EKF_POSE|189.3|1210.3|287.2
56.0,2,Atta_2,EKF_POSE|94.6|1517.8|20.4
56.1,3,Atta_3,CHECK_OBSTACLE|2|40.6|1115.7|212.2
56.5,4,Atta_4,EKF_POSE|189.3|1210.3|340.5
56.6,2,Atta_2,EKF_POSE|94.6|1517.8|347.3
56.7,3,Atta_3,CHECK_OBSTACLE|2|16.7|1110.0|212.4
57.0,4,Atta_4,EKF_POSE|189.3|1210.3|1.1
